Categorii de someri, Sexe, Macroregiuni  regiuni de dezvoltare si judete, Perioade, UM: Numar persoane, Valoare
- Liceal si postliceal, Feminin, Regiunea NORD-EST, Anul 2022, Numar persoane, 1946
- Liceal si postliceal, Feminin, Regiunea NORD-EST, Anul 2023, Numar persoane, 1470
- Liceal si postliceal, Feminin, Bacau, Anul 2011, Numar persoane, 255
- Liceal si postliceal, Feminin, Bacau, Anul 2012, Numar persoane, 353
- Liceal si postliceal, Feminin, Bacau, Anul 2013, Numar persoane, 320
- Liceal si postliceal, Feminin, Bacau, Anul 2014, Numar persoane, 299
- Liceal si postliceal, Feminin, Bacau, Anul 2015, Numar persoane, 266
- Liceal si postliceal, Feminin, Bacau, Anul 2016, Numar persoane, 504
- Liceal si postliceal, Feminin, Bacau, Anul 2017, Numar persoane, 202
- Liceal si postliceal, Feminin, Bacau, Anul 2018, Numar persoane, 1147
- Liceal si postliceal, Feminin, Bacau, Anul 2019, Numar persoane, 828
- Liceal si postliceal, Feminin, Bacau, Anul 2020, Numar persoane, 1243
- Liceal si postliceal, Feminin, Bacau, Anul 2021, Numar persoane, 487
- Liceal si postliceal, Feminin, Bacau, Anul 2022, Numar persoane, 238
- Liceal si postliceal, Feminin, Bacau, Anul 2023, Numar persoane, 129
- Liceal si postliceal, Feminin, Botosani, Anul 2011, Numar persoane, 295
- Liceal si postliceal, Feminin, Botosani, Anul 2012, Numar persoane, 272
- Liceal si postliceal, Feminin, Botosani, Anul 2013, Numar persoane, 356
- Liceal si postliceal, Feminin, Botosani, Anul 2014, Numar persoane, 308
- Liceal si postliceal, Feminin, Botosani, Anul 2015, Numar persoane, 228
- Liceal si postliceal, Feminin, Botosani, Anul 2016, Numar persoane, 326
- Liceal si postliceal, Feminin, Botosani, Anul 2017, Numar persoane, 133
- Liceal si postliceal, Feminin, Botosani, Anul 2018, Numar persoane, 147
- Liceal si postliceal, Feminin, Botosani, Anul 2019, Numar persoane, 165
- Liceal si postliceal, Feminin, Botosani, Anul 2020, Numar persoane, 201
- Liceal si postliceal, Feminin, Botosani, Anul 2021, Numar persoane, 120
- Liceal si postliceal, Feminin, Botosani, Anul 2022, Numar persoane, 221
- Liceal si postliceal, Feminin, Botosani, Anul 2023, Numar persoane, 196
- Liceal si postliceal, Feminin, Iasi, Anul 2011, Numar persoane, 528
- Liceal si postliceal, Feminin, Iasi, Anul 2012, Numar persoane, 408
- Liceal si postliceal, Feminin, Iasi, Anul 2013, Numar persoane, 440
- Liceal si postliceal, Feminin, Iasi, Anul 2014, Numar persoane, 364
- Liceal si postliceal, Feminin, Iasi, Anul 2015, Numar persoane, 305
- Liceal si postliceal, Feminin, Iasi, Anul 2016, Numar persoane, 326
- Liceal si postliceal, Feminin, Iasi, Anul 2017, Numar persoane, 258
- Liceal si postliceal, Feminin, Iasi, Anul 2018, Numar persoane, 337
- Liceal si postliceal, Feminin, Iasi, Anul 2019, Numar persoane, 334
- Liceal si postliceal, Feminin, Iasi, Anul 2020, Numar persoane, 266
- Liceal si postliceal, Feminin, Iasi, Anul 2021, Numar persoane, 445
- Liceal si postliceal, Feminin, Iasi, Anul 2022, Numar persoane, 493
- Liceal si postliceal, Feminin, Iasi, Anul 2023, Numar persoane, 279
- Liceal si postliceal, Feminin, Neamt, Anul 2011, Numar persoane, 289
- Liceal si postliceal, Feminin, Neamt, Anul 2012, Numar persoane, 291
- Liceal si postliceal, Feminin, Neamt, Anul 2013, Numar persoane, 426
- Liceal si postliceal, Feminin, Neamt, Anul 2014, Numar persoane, 376
- Liceal si postliceal, Feminin, Neamt, Anul 2015, Numar persoane, 387
- Liceal si postliceal, Feminin, Neamt, Anul 2016, Numar persoane, 229
- Liceal si postliceal, Feminin, Neamt, Anul 2017, Numar persoane, 174
- Liceal si postliceal, Feminin, Neamt, Anul 2018, Numar persoane, 298
- Liceal si postliceal, Feminin, Neamt, Anul 2019, Numar persoane, 270
- Liceal si postliceal, Feminin, Neamt, Anul 2020, Numar persoane, 678
- Liceal si postliceal, Feminin, Neamt, Anul 2021, Numar persoane, 393
- Liceal si postliceal, Feminin, Neamt, Anul 2022, Numar persoane, 288
- Liceal si postliceal, Feminin, Neamt, Anul 2023, Numar persoane, 251
- Liceal si postliceal, Feminin, Suceava, Anul 2011, Numar persoane, 303
- Liceal si postliceal, Feminin, Suceava, Anul 2012, Numar persoane, 318
- Liceal si postliceal, Feminin, Suceava, Anul 2013, Numar persoane, 382
- Liceal si postliceal, Feminin, Suceava, Anul 2014, Numar persoane, 454
- Liceal si postliceal, Feminin, Suceava, Anul 2015, Numar persoane, 418
- Liceal si postliceal, Feminin, Suceava, Anul 2016, Numar persoane, 172
- Liceal si postliceal, Feminin, Suceava, Anul 2017, Numar persoane, 422
- Liceal si postliceal, Feminin, Suceava, Anul 2018, Numar persoane, 666
- Liceal si postliceal, Feminin, Suceava, Anul 2019, Numar persoane, 736
- Liceal si postliceal, Feminin, Suceava, Anul 2020, Numar persoane, 752
- Liceal si postliceal, Feminin, Suceava, Anul 2021, Numar persoane, 405
- Liceal si postliceal, Feminin, Suceava, Anul 2022, Numar persoane, 354
- Liceal si postliceal, Feminin, Suceava, Anul 2023, Numar persoane, 301
- Liceal si postliceal, Feminin, Vaslui, Anul 2011, Numar persoane, 315
- Liceal si postliceal, Feminin, Vaslui, Anul 2012, Numar persoane, 301
- Liceal si postliceal, Feminin, Vaslui, Anul 2013, Numar persoane, 352
- Liceal si postliceal, Feminin, Vaslui, Anul 2014, Numar persoane, 346
- Liceal si postliceal, Feminin, Vaslui, Anul 2015, Numar persoane, 331
- Liceal si postliceal, Feminin, Vaslui, Anul 2016, Numar persoane, 210
- Liceal si postliceal, Feminin, Vaslui, Anul 2017, Numar persoane, 261
- Liceal si postliceal, Feminin, Vaslui, Anul 2018, Numar persoane, 340
- Liceal si postliceal, Feminin, Vaslui, Anul 2019, Numar persoane, 283
- Liceal si postliceal, Feminin, Vaslui, Anul 2020, Numar persoane, 587
- Liceal si postliceal, Feminin, Vaslui, Anul 2021, Numar persoane, 392
- Liceal si postliceal, Feminin, Vaslui, Anul 2022, Numar persoane, 352
- Liceal si postliceal, Feminin, Vaslui, Anul 2023, Numar persoane, 314
- Liceal si postliceal, Feminin, Regiunea SUD-EST, Anul 2011, Numar persoane, 1532
- Liceal si postliceal, Feminin, Regiunea SUD-EST, Anul 2012, Numar persoane, 1560
- Liceal si postliceal, Feminin, Regiunea SUD-EST, Anul 2013, Numar persoane, 1518
- Liceal si postliceal, Feminin, Regiunea SUD-EST, Anul 2014, Numar persoane, 1656
- Liceal si postliceal, Feminin, Regiunea SUD-EST, Anul 2015, Numar persoane, 1528
- Liceal si postliceal, Feminin, Regiunea SUD-EST, Anul 2016, Numar persoane, 1920
- Liceal si postliceal, Feminin, Regiunea SUD-EST, Anul 2017, Numar persoane, 1352
- Liceal si postliceal, Feminin, Regiunea SUD-EST, Anul 2018, Numar persoane, 1487
- Liceal si postliceal, Feminin, Regiunea SUD-EST, Anul 2019, Numar persoane, 1937
- Liceal si postliceal, Feminin, Regiunea SUD-EST, Anul 2020, Numar persoane, 2260
- Liceal si postliceal, Feminin, Regiunea SUD-EST, Anul 2021, Numar persoane, 1737
- Liceal si postliceal, Feminin, Regiunea SUD-EST, Anul 2022, Numar persoane, 2321
- Liceal si postliceal, Feminin, Regiunea SUD-EST, Anul 2023, Numar persoane, 1336
- Liceal si postliceal, Feminin, Braila, Anul 2011, Numar persoane, 158
- Liceal si postliceal, Feminin, Braila, Anul 2012, Numar persoane, 184
- Liceal si postliceal, Feminin, Braila, Anul 2013, Numar persoane, 200
- Liceal si postliceal, Feminin, Braila, Anul 2014, Numar persoane, 247
- Liceal si postliceal, Feminin, Braila, Anul 2015, Numar persoane, 200
- Liceal si postliceal, Feminin, Braila, Anul 2016, Numar persoane, 164
- Liceal si postliceal, Feminin, Braila, Anul 2017, Numar persoane, 103
- Liceal si postliceal, Feminin, Braila, Anul 2018, Numar persoane, 108
- Liceal si postliceal, Feminin, Braila, Anul 2019, Numar persoane, 115
- Liceal si postliceal, Feminin, Braila, Anul 2020, Numar persoane, 135
- Liceal si postliceal, Feminin, Braila, Anul 2021, Numar persoane, 97
- Liceal si postliceal, Feminin, Braila, Anul 2022, Numar persoane, 178
- Liceal si postliceal, Feminin, Braila, Anul 2023, Numar persoane, 111
- Liceal si postliceal, Feminin, Buzau, Anul 2011, Numar persoane, 346
- Liceal si postliceal, Feminin, Buzau, Anul 2012, Numar persoane, 238
- Liceal si postliceal, Feminin, Buzau, Anul 2013, Numar persoane, 289
- Liceal si postliceal, Feminin, Buzau, Anul 2014, Numar persoane, 328
- Liceal si postliceal, Feminin, Buzau, Anul 2015, Numar persoane, 407
- Liceal si postliceal, Feminin, Buzau, Anul 2016, Numar persoane, 335
- Liceal si postliceal, Feminin, Buzau, Anul 2017, Numar persoane, 539
- Liceal si postliceal, Feminin, Buzau, Anul 2018, Numar persoane, 327
- Liceal si postliceal, Feminin, Buzau, Anul 2019, Numar persoane, 407
- Liceal si postliceal, Feminin, Buzau, Anul 2020, Numar persoane, 489
- Liceal si postliceal, Feminin, Buzau, Anul 2021, Numar persoane, 341
- Liceal si postliceal, Feminin, Buzau, Anul 2022, Numar persoane, 341
- Liceal si postliceal, Feminin, Buzau, Anul 2023, Numar persoane, 218
- Liceal si postliceal, Feminin, Constanta, Anul 2011, Numar persoane, 340
- Liceal si postliceal, Feminin, Constanta, Anul 2012, Numar persoane, 440
- Liceal si postliceal, Feminin, Constanta, Anul 2013, Numar persoane, 283
- Liceal si postliceal, Feminin, Constanta, Anul 2014, Numar persoane, 317
- Liceal si postliceal, Feminin, Constanta, Anul 2015, Numar persoane, 255
- Liceal si postliceal, Feminin, Constanta, Anul 2016, Numar persoane, 250
- Liceal si postliceal, Feminin, Constanta, Anul 2017, Numar persoane, 166
- Liceal si postliceal, Feminin, Constanta, Anul 2018, Numar persoane, 320
- Liceal si postliceal, Feminin, Constanta, Anul 2019, Numar persoane, 451
- Liceal si postliceal, Feminin, Constanta, Anul 2020, Numar persoane, 654
- Liceal si postliceal, Feminin, Constanta, Anul 2021, Numar persoane, 422
- Liceal si postliceal, Feminin, Constanta, Anul 2022, Numar persoane, 439
- Liceal si postliceal, Feminin, Constanta, Anul 2023, Numar persoane, 412
- Liceal si postliceal, Feminin, Galati, Anul 2011, Numar persoane, 307
- Liceal si postliceal, Feminin, Galati, Anul 2012, Numar persoane, 306
- Liceal si postliceal, Feminin, Galati, Anul 2013, Numar persoane, 360
- Liceal si postliceal, Feminin, Galati, Anul 2014, Numar persoane, 354
- Liceal si postliceal, Feminin, Galati, Anul 2015, Numar persoane, 353
- Liceal si postliceal, Feminin, Galati, Anul 2016, Numar persoane, 442
- Liceal si postliceal, Feminin, Galati, Anul 2017, Numar persoane, 280
- Liceal si postliceal, Feminin, Galati, Anul 2018, Numar persoane, 336
- Liceal si postliceal, Feminin, Galati, Anul 2019, Numar persoane, 522
- Liceal si postliceal, Feminin, Galati, Anul 2020, Numar persoane, 573
- Liceal si postliceal, Feminin, Galati, Anul 2021, Numar persoane, 508
- Liceal si postliceal, Feminin, Galati, Anul 2022, Numar persoane, 840
- Liceal si postliceal, Feminin, Galati, Anul 2023, Numar persoane, 342
- Liceal si postliceal, Feminin, Tulcea, Anul 2011, Numar persoane, 128
- Liceal si postliceal, Feminin, Tulcea, Anul 2012, Numar persoane, 167
- Liceal si postliceal, Feminin, Tulcea, Anul 2013, Numar persoane, 158
- Liceal si postliceal, Feminin, Tulcea, Anul 2014, Numar persoane, 117
- Liceal si postliceal, Feminin, Tulcea, Anul 2015, Numar persoane, 133
- Liceal si postliceal, Feminin, Tulcea, Anul 2016, Numar persoane, 127
- Liceal si postliceal, Feminin, Tulcea, Anul 2017, Numar persoane, 57
- Liceal si postliceal, Feminin, Tulcea, Anul 2018, Numar persoane, 133
- Liceal si postliceal, Feminin, Tulcea, Anul 2019, Numar persoane, 172
- Liceal si postliceal, Feminin, Tulcea, Anul 2020, Numar persoane, 148
- Liceal si postliceal, Feminin, Tulcea, Anul 2021, Numar persoane, 146
- Liceal si postliceal, Feminin, Tulcea, Anul 2022, Numar persoane, 295
- Liceal si postliceal, Feminin, Tulcea, Anul 2023, Numar persoane, 170
- Liceal si postliceal, Feminin, Vrancea, Anul 2011, Numar persoane, 253
- Liceal si postliceal, Feminin, Vrancea, Anul 2012, Numar persoane, 225
- Liceal si postliceal, Feminin, Vrancea, Anul 2013, Numar persoane, 228
- Liceal si postliceal, Feminin, Vrancea, Anul 2014, Numar persoane, 293
- Liceal si postliceal, Feminin, Vrancea, Anul 2015, Numar persoane, 180
- Liceal si postliceal, Feminin, Vrancea, Anul 2016, Numar persoane, 602
- Liceal si postliceal, Feminin, Vrancea, Anul 2017, Numar persoane, 207
- Liceal si postliceal, Feminin, Vrancea, Anul 2018, Numar persoane, 263
- Liceal si postliceal, Feminin, Vrancea, Anul 2019, Numar persoane, 270
- Liceal si postliceal, Feminin, Vrancea, Anul 2020, Numar persoane, 261
- Liceal si postliceal, Feminin, Vrancea, Anul 2021, Numar persoane, 223
- Liceal si postliceal, Feminin, Vrancea, Anul 2022, Numar persoane, 228
- Liceal si postliceal, Feminin, Vrancea, Anul 2023, Numar persoane, 83
- Liceal si postliceal, Feminin, MACROREGIUNEA TREI, Anul 2011, Numar persoane, 4026
- Liceal si postliceal, Feminin, MACROREGIUNEA TREI, Anul 2012, Numar persoane, 4845
- Liceal si postliceal, Feminin, MACROREGIUNEA TREI, Anul 2013, Numar persoane, 4858
- Liceal si postliceal, Feminin, MACROREGIUNEA TREI, Anul 2014, Numar persoane, 5433
- Liceal si postliceal, Feminin, MACROREGIUNEA TREI, Anul 2015, Numar persoane, 5550
- Liceal si postliceal, Feminin, MACROREGIUNEA TREI, Anul 2016, Numar persoane, 4382
- Liceal si postliceal, Feminin, MACROREGIUNEA TREI, Anul 2017, Numar persoane, 4596
- Liceal si postliceal, Feminin, MACROREGIUNEA TREI, Anul 2018, Numar persoane, 5208
- Liceal si postliceal, Feminin, MACROREGIUNEA TREI, Anul 2019, Numar persoane, 4635
- Liceal si postliceal, Feminin, MACROREGIUNEA TREI, Anul 2020, Numar persoane, 4006
- Liceal si postliceal, Feminin, MACROREGIUNEA TREI, Anul 2021, Numar persoane, 4012
- Liceal si postliceal, Feminin, MACROREGIUNEA TREI, Anul 2022, Numar persoane, 4736
- Liceal si postliceal, Feminin, MACROREGIUNEA TREI, Anul 2023, Numar persoane, 3917
- Liceal si postliceal, Feminin, Regiunea SUD-MUNTENIA, Anul 2011, Numar persoane, 2190
- Liceal si postliceal, Feminin, Regiunea SUD-MUNTENIA, Anul 2012, Numar persoane, 2614
- Liceal si postliceal, Feminin, Regiunea SUD-MUNTENIA, Anul 2013, Numar persoane, 2784
- Liceal si postliceal, Feminin, Regiunea SUD-MUNTENIA, Anul 2014, Numar persoane, 2693
- Liceal si postliceal, Feminin, Regiunea SUD-MUNTENIA, Anul 2015, Numar persoane, 2384
- Liceal si postliceal, Feminin, Regiunea SUD-MUNTENIA, Anul 2016, Numar persoane, 1693
- Liceal si postliceal, Feminin, Regiunea SUD-MUNTENIA, Anul 2017, Numar persoane, 1849
- Liceal si postliceal, Feminin, Regiunea SUD-MUNTENIA, Anul 2018, Numar persoane, 2422
- Liceal si postliceal, Feminin, Regiunea SUD-MUNTENIA, Anul 2019, Numar persoane, 1893
- Liceal si postliceal, Feminin, Regiunea SUD-MUNTENIA, Anul 2020, Numar persoane, 1915
- Liceal si postliceal, Feminin, Regiunea SUD-MUNTENIA, Anul 2021, Numar persoane, 1406
- Liceal si postliceal, Feminin, Regiunea SUD-MUNTENIA, Anul 2022, Numar persoane, 2248
- Liceal si postliceal, Feminin, Regiunea SUD-MUNTENIA, Anul 2023, Numar persoane, 2066
- Liceal si postliceal, Feminin, Arges, Anul 2011, Numar persoane, 524
- Liceal si postliceal, Feminin, Arges, Anul 2012, Numar persoane, 672
- Liceal si postliceal, Feminin, Arges, Anul 2013, Numar persoane, 694
- Liceal si postliceal, Feminin, Arges, Anul 2014, Numar persoane, 551
- Liceal si postliceal, Feminin, Arges, Anul 2015, Numar persoane, 403
- Liceal si postliceal, Feminin, Arges, Anul 2016, Numar persoane, 239
- Liceal si postliceal, Feminin, Arges, Anul 2017, Numar persoane, 296
- Liceal si postliceal, Feminin, Arges, Anul 2018, Numar persoane, 229
- Liceal si postliceal, Feminin, Arges, Anul 2019, Numar persoane, 240
- Liceal si postliceal, Feminin, Arges, Anul 2020, Numar persoane, 207
- Liceal si postliceal, Feminin, Arges, Anul 2021, Numar persoane, 209
- Liceal si postliceal, Feminin, Arges, Anul 2022, Numar persoane, 341
- Liceal si postliceal, Feminin, Arges, Anul 2023, Numar persoane, 300
- Liceal si postliceal, Feminin, Calarasi, Anul 2011, Numar persoane, 212
- Liceal si postliceal, Feminin, Calarasi, Anul 2012, Numar persoane, 214
- Liceal si postliceal, Feminin, Calarasi, Anul 2013, Numar persoane, 246
- Liceal si postliceal, Feminin, Calarasi, Anul 2014, Numar persoane, 226
- Liceal si postliceal, Feminin, Calarasi, Anul 2015, Numar persoane, 212
- Liceal si postliceal, Feminin, Calarasi, Anul 2016, Numar persoane, 321
- Liceal si postliceal, Feminin, Calarasi, Anul 2017, Numar persoane, 151
- Liceal si postliceal, Feminin, Calarasi, Anul 2018, Numar persoane, 206
- Liceal si postliceal, Feminin, Calarasi, Anul 2019, Numar persoane, 188
- Liceal si postliceal, Feminin, Calarasi, Anul 2020, Numar persoane, 213
- Liceal si postliceal, Feminin, Calarasi, Anul 2021, Numar persoane, 146
- Liceal si postliceal, Feminin, Calarasi, Anul 2022, Numar persoane, 184
- Liceal si postliceal, Feminin, Calarasi, Anul 2023, Numar persoane, 209
- Liceal si postliceal, Feminin, Dambovita, Anul 2011, Numar persoane, 339
- Liceal si postliceal, Feminin, Dambovita, Anul 2012, Numar persoane, 547
- Liceal si postliceal, Feminin, Dambovita, Anul 2013, Numar persoane, 571
- Liceal si postliceal, Feminin, Dambovita, Anul 2014, Numar persoane, 505
- Liceal si postliceal, Feminin, Dambovita, Anul 2015, Numar persoane, 511
- Liceal si postliceal, Feminin, Dambovita, Anul 2016, Numar persoane, 558
- Liceal si postliceal, Feminin, Dambovita, Anul 2017, Numar persoane, 443
- Liceal si postliceal, Feminin, Dambovita, Anul 2018, Numar persoane, 807
- Liceal si postliceal, Feminin, Dambovita, Anul 2019, Numar persoane, 481
- Liceal si postliceal, Feminin, Dambovita, Anul 2020, Numar persoane, 508
- Liceal si postliceal, Feminin, Dambovita, Anul 2021, Numar persoane, 162
- Liceal si postliceal, Feminin, Dambovita, Anul 2022, Numar persoane, 217
- Liceal si postliceal, Feminin, Dambovita, Anul 2023, Numar persoane, 285
- Liceal si postliceal, Feminin, Giurgiu, Anul 2011, Numar persoane, 180
- Liceal si postliceal, Feminin, Giurgiu, Anul 2012, Numar persoane, 266
- Liceal si postliceal, Feminin, Giurgiu, Anul 2013, Numar persoane, 215
- Liceal si postliceal, Feminin, Giurgiu, Anul 2014, Numar persoane, 444
- Liceal si postliceal, Feminin, Giurgiu, Anul 2015, Numar persoane, 343
- Liceal si postliceal, Feminin, Giurgiu, Anul 2016, Numar persoane, 126
- Liceal si postliceal, Feminin, Giurgiu, Anul 2017, Numar persoane, 105
- Liceal si postliceal, Feminin, Giurgiu, Anul 2018, Numar persoane, 158
- Liceal si postliceal, Feminin, Giurgiu, Anul 2019, Numar persoane, 93
- Liceal si postliceal, Feminin, Giurgiu, Anul 2020, Numar persoane, 92
- Liceal si postliceal, Feminin, Giurgiu, Anul 2021, Numar persoane, 157
- Liceal si postliceal, Feminin, Giurgiu, Anul 2022, Numar persoane, 278
- Liceal si postliceal, Feminin, Giurgiu, Anul 2023, Numar persoane, 235
- Liceal si postliceal, Feminin, Ialomita, Anul 2011, Numar persoane, 178
- Liceal si postliceal, Feminin, Ialomita, Anul 2012, Numar persoane, 181
- Liceal si postliceal, Feminin, Ialomita, Anul 2013, Numar persoane, 142
- Liceal si postliceal, Feminin, Ialomita, Anul 2014, Numar persoane, 185
- Liceal si postliceal, Feminin, Ialomita, Anul 2015, Numar persoane, 153
- Liceal si postliceal, Feminin, Ialomita, Anul 2016, Numar persoane, 197
- Liceal si postliceal, Feminin, Ialomita, Anul 2017, Numar persoane, 204
- Liceal si postliceal, Feminin, Ialomita, Anul 2018, Numar persoane, 202
- Liceal si postliceal, Feminin, Ialomita, Anul 2019, Numar persoane, 205
- Liceal si postliceal, Feminin, Ialomita, Anul 2020, Numar persoane, 225
- Liceal si postliceal, Feminin, Ialomita, Anul 2021, Numar persoane, 160
- Liceal si postliceal, Feminin, Ialomita, Anul 2022, Numar persoane, 228
- Liceal si postliceal, Feminin, Ialomita, Anul 2023, Numar persoane, 138
- Liceal si postliceal, Feminin, Prahova, Anul 2011, Numar persoane, 435
- Liceal si postliceal, Feminin, Prahova, Anul 2012, Numar persoane, 442
- Liceal si postliceal, Feminin, Prahova, Anul 2013, Numar persoane, 527
- Liceal si postliceal, Feminin, Prahova, Anul 2014, Numar persoane, 418
- Liceal si postliceal, Feminin, Prahova, Anul 2015, Numar persoane, 367
- Liceal si postliceal, Feminin, Prahova, Anul 2016, Numar persoane, 93
- Liceal si postliceal, Feminin, Prahova, Anul 2017, Numar persoane, 297
- Liceal si postliceal, Feminin, Prahova, Anul 2018, Numar persoane, 359
- Liceal si postliceal, Feminin, Prahova, Anul 2019, Numar persoane, 313
- Liceal si postliceal, Feminin, Prahova, Anul 2020, Numar persoane, 356
- Liceal si postliceal, Feminin, Prahova, Anul 2021, Numar persoane, 265
- Liceal si postliceal, Feminin, Prahova, Anul 2022, Numar persoane, 380
- Liceal si postliceal, Feminin, Prahova, Anul 2023, Numar persoane, 417
- Liceal si postliceal, Feminin, Teleorman, Anul 2011, Numar persoane, 322
- Liceal si postliceal, Feminin, Teleorman, Anul 2012, Numar persoane, 292
- Liceal si postliceal, Feminin, Teleorman, Anul 2013, Numar persoane, 389
- Liceal si postliceal, Feminin, Teleorman, Anul 2014, Numar persoane, 364
- Liceal si postliceal, Feminin, Teleorman, Anul 2015, Numar persoane, 395
- Liceal si postliceal, Feminin, Teleorman, Anul 2016, Numar persoane, 159
- Liceal si postliceal, Feminin, Teleorman, Anul 2017, Numar persoane, 353
- Liceal si postliceal, Feminin, Teleorman, Anul 2018, Numar persoane, 461
- Liceal si postliceal, Feminin, Teleorman, Anul 2019, Numar persoane, 373
- Liceal si postliceal, Feminin, Teleorman, Anul 2020, Numar persoane, 314
- Liceal si postliceal, Feminin, Teleorman, Anul 2021, Numar persoane, 307
- Liceal si postliceal, Feminin, Teleorman, Anul 2022, Numar persoane, 620
- Liceal si postliceal, Feminin, Teleorman, Anul 2023, Numar persoane, 482
- Liceal si postliceal, Feminin, Regiunea BUCURESTI - ILFOV, Anul 2011, Numar persoane, 1836
- Liceal si postliceal, Feminin, Regiunea BUCURESTI - ILFOV, Anul 2012, Numar persoane, 2231
- Liceal si postliceal, Feminin, Regiunea BUCURESTI - ILFOV, Anul 2013, Numar persoane, 2074
- Liceal si postliceal, Feminin, Regiunea BUCURESTI - ILFOV, Anul 2014, Numar persoane, 2740
- Liceal si postliceal, Feminin, Regiunea BUCURESTI - ILFOV, Anul 2015, Numar persoane, 3166
- Liceal si postliceal, Feminin, Regiunea BUCURESTI - ILFOV, Anul 2016, Numar persoane, 2689
- Liceal si postliceal, Feminin, Regiunea BUCURESTI - ILFOV, Anul 2017, Numar persoane, 2747
- Liceal si postliceal, Feminin, Regiunea BUCURESTI - ILFOV, Anul 2018, Numar persoane, 2786
- Liceal si postliceal, Feminin, Regiunea BUCURESTI - ILFOV, Anul 2019, Numar persoane, 2742
- Liceal si postliceal, Feminin, Regiunea BUCURESTI - ILFOV, Anul 2020, Numar persoane, 2091
- Liceal si postliceal, Feminin, Regiunea BUCURESTI - ILFOV, Anul 2021, Numar persoane, 2606
- Liceal si postliceal, Feminin, Regiunea BUCURESTI - ILFOV, Anul 2022, Numar persoane, 2488
- Liceal si postliceal, Feminin, Regiunea BUCURESTI - ILFOV, Anul 2023, Numar persoane, 1851
- Liceal si postliceal, Feminin, Ilfov, Anul 2011, Numar persoane, 69
- Liceal si postliceal, Feminin, Ilfov, Anul 2012, Numar persoane, 81
- Liceal si postliceal, Feminin, Ilfov, Anul 2013, Numar persoane, 62
- Liceal si postliceal, Feminin, Ilfov, Anul 2014, Numar persoane, 77
- Liceal si postliceal, Feminin, Ilfov, Anul 2015, Numar persoane, 54
- Liceal si postliceal, Feminin, Ilfov, Anul 2016, Numar persoane, 44
- Liceal si postliceal, Feminin, Ilfov, Anul 2017, Numar persoane, 42
- Liceal si postliceal, Feminin, Ilfov, Anul 2018, Numar persoane, 103
- Liceal si postliceal, Feminin, Ilfov, Anul 2019, Numar persoane, 35
- Liceal si postliceal, Feminin, Ilfov, Anul 2020, Numar persoane, 160
- Liceal si postliceal, Feminin, Ilfov, Anul 2021, Numar persoane, 16
- Liceal si postliceal, Feminin, Ilfov, Anul 2022, Numar persoane, 54
- Liceal si postliceal, Feminin, Ilfov, Anul 2023, Numar persoane, 36
- Liceal si postliceal, Feminin, Municipiul Bucuresti, Anul 2011, Numar persoane, 1767
- Liceal si postliceal, Feminin, Municipiul Bucuresti, Anul 2012, Numar persoane, 2150
- Liceal si postliceal, Feminin, Municipiul Bucuresti, Anul 2013, Numar persoane, 2012
- Liceal si postliceal, Feminin, Municipiul Bucuresti, Anul 2014, Numar persoane, 2663
- Liceal si postliceal, Feminin, Municipiul Bucuresti, Anul 2015, Numar persoane, 3112
- Liceal si postliceal, Feminin, Municipiul Bucuresti, Anul 2016, Numar persoane, 2645
- Liceal si postliceal, Feminin, Municipiul Bucuresti, Anul 2017, Numar persoane, 2705
- Liceal si postliceal, Feminin, Municipiul Bucuresti, Anul 2018, Numar persoane, 2683
- Liceal si postliceal, Feminin, Municipiul Bucuresti, Anul 2019, Numar persoane, 2707
- Liceal si postliceal, Feminin, Municipiul Bucuresti, Anul 2020, Numar persoane, 1931
- Liceal si postliceal, Feminin, Municipiul Bucuresti, Anul 2021, Numar persoane, 2590
- Liceal si postliceal, Feminin, Municipiul Bucuresti, Anul 2022, Numar persoane, 2434
- Liceal si postliceal, Feminin, Municipiul Bucuresti, Anul 2023, Numar persoane, 1815
- Liceal si postliceal, Feminin, MACROREGIUNEA PATRU, Anul 2011, Numar persoane, 3403
- Liceal si postliceal, Feminin, MACROREGIUNEA PATRU, Anul 2012, Numar persoane, 3747
- Liceal si postliceal, Feminin, MACROREGIUNEA PATRU, Anul 2013, Numar persoane, 3940
- Liceal si postliceal, Feminin, MACROREGIUNEA PATRU, Anul 2014, Numar persoane, 3621
- Liceal si postliceal, Feminin, MACROREGIUNEA PATRU, Anul 2015, Numar persoane, 4043
- Liceal si postliceal, Feminin, MACROREGIUNEA PATRU, Anul 2016, Numar persoane, 4135
- Liceal si postliceal, Feminin, MACROREGIUNEA PATRU, Anul 2017, Numar persoane, 3155
- Liceal si postliceal, Feminin, MACROREGIUNEA PATRU, Anul 2018, Numar persoane, 3607
- Liceal si postliceal, Feminin, MACROREGIUNEA PATRU, Anul 2019, Numar persoane, 3632
- Liceal si postliceal, Feminin, MACROREGIUNEA PATRU, Anul 2020, Numar persoane, 3734
- Liceal si postliceal, Feminin, MACROREGIUNEA PATRU, Anul 2021, Numar persoane, 3078
- Liceal si postliceal, Feminin, MACROREGIUNEA PATRU, Anul 2022, Numar persoane, 4289
- Liceal si postliceal, Feminin, MACROREGIUNEA PATRU, Anul 2023, Numar persoane, 3717
- Liceal si postliceal, Feminin, Regiunea SUD-VEST OLTENIA, Anul 2011, Numar persoane, 2468
